CN,Elmt,Label,x,y,z,xor,yor,zor,d,[A]
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.333033,0.439967,1.771767,3.73943,-3.94408,26.16368,0,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.333033,0.439967,1.771767,3.73943,-3.94408,26.16368,0,
,Si,T1,0.333033,0.439967,1.771767,3.73943,-3.94408,26.16368,0,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.333033,0.439967,1.771767,3.73943,-3.94408,26.16368,0,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.333033,0.439967,1.771767,3.73943,-3.94408,26.16368,0,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.0003,0.2267,1.8949,3.09807,-0.00355,27.98199,4.38695,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.2264,0.2267,1.8949,1.55211,-2.68123,27.98199,3.11214,
,Si,T1,0.106933,0.439967,1.771767,5.28539,-1.2664,26.16368,3.09192,
,Si,T1,0.333633,0.440267,1.561567,3.73943,-3.95118,23.05966,3.10403,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,Si,T1,0.106633,0.440267,1.561567,5.29154,-1.26285,23.05966,4.38555,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.10422,
,,,,,,,,,,
[7],Al,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,,
,Al,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Al,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Al,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,0,
,Si,T1,0.333033,0.893067,1.771767,9.93557,-3.94408,26.16368,3.10422,
,Si,T1,0.333633,0.893367,1.561567,9.93557,-3.95118,23.05966,4.38555,
,Si,T1,0.559733,0.666367,1.561567,5.28539,-6.62886,23.05966,4.38555,
,Si,T1,0.559733,0.893367,1.561567,8.38961,-6.62886,23.05966,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.11214,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,4.38695,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.09192,
,,,,,,,,,,
[4],Al,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,,
,Al,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Al,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Al,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,1.2267,1.0003,2.1051,5.29154,-14.52768,31.08602,3.10403,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.2267,1.0003,2.1051,5.29154,-14.52768,31.08602,3.10403,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.106933,0.666967,1.771767,1.55211,-13.1093,26.16368,4.38695,
,Si,T1,1.2267,1.0003,2.1051,5.29154,-14.52768,31.08602,3.10403,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,Si,T1,1.333033,0.893067,1.771767,3.09807,-15.78698,26.16368,3.11214,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.09192,
,Si,T1,1.2264,0.9997,1.8949,5.28539,-14.52413,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.10422,
,Si,T1,1.2267,1.0003,2.1051,5.29154,-14.52768,31.08602,3.10403,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,,,,,,,,,,
[4],Al,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,,
,Al,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Al,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Al,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,0.7736,0.7733,2.1051,5.28539,-9.16166,31.08602,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,0.7736,0.7733,2.1051,5.28539,-9.16166,31.08602,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,0.7736,0.7733,2.1051,5.28539,-9.16166,31.08602,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.893067,1.771767,8.38346,-6.63242,26.16368,4.38695,
,Si,T1,0.9997,0.7733,2.1051,3.73943,-11.83934,31.08602,4.38555,
,Si,T1,1.0003,0.7736,1.8949,3.73943,-11.84645,27.98199,3.10422,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,0.7736,0.7733,2.1051,5.28539,-9.16166,31.08602,3.10403,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.09192,
,Si,T1,0.7733,0.7736,1.8949,5.29154,-9.15811,27.98199,0,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,Si,T1,0.560033,0.666967,1.771767,5.29154,-6.63242,26.16368,3.11214,
,,,,,,,,,,
[4],Al,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,,
,Al,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Al,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Al,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09191,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09191,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09192,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09192,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,0.9997,1.2264,2.1051,9.93557,-11.83934,31.08602,3.10403,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09191,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38555,
,Si,T1,0.9997,1.2264,2.1051,9.93557,-11.83934,31.08602,3.10403,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09191,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,Si,T1,0.9997,1.2264,2.1051,9.93557,-11.83934,31.08602,3.10403,
,Si,T1,1.333033,1.439967,1.771767,10.57693,-15.78698,26.16368,4.38695,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09192,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38555,
,Si,T1,0.9997,1.2264,2.1051,9.93557,-11.83934,31.08602,3.10403,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,1.0003,1.2267,1.8949,9.93557,-11.84645,27.98199,0,
,Si,T1,1.2264,1.2267,1.8949,8.38961,-14.52413,27.98199,3.09192,
,Si,T1,0.7736,1.0003,2.1051,8.38961,-9.16166,31.08602,4.38555,
,Si,T1,1.106933,1.439967,1.771767,12.12289,-13.1093,26.16368,3.11214,
,Si,T1,0.7733,0.9997,1.8949,8.38346,-9.15811,27.98199,3.10422,
,Si,T1,1.2267,1.2264,2.1051,8.38346,-14.52768,31.08602,4.38554,
,,,,,,,,,,
[0],Si,T1,1.666967,1.560033,1.228233,9.93557,-19.74171,18.13732,,
,,,,,,,,,,
[0],Si,T1,1.439967,1.106933,1.228233,5.29154,-17.05338,18.13732,,
,,,,,,,,,,
[0],Si,T1,0.333633,0.893367,0.561567,9.93557,-3.95118,8.29266,,
